SNOMED;Diagnóstico;Topografia;CID
M-80903;Carcinoma Basocelular;Pele pubiana central;C444
M-80903;Carcinoma Basocelular;Pele pubiana central;C445
M-80903;Carcinoma Basocelular;Pele pubiana central;C446
M-80903;Carcinoma Basocelular;Pele pubiana central;C447
M-80903;Carcinoma Basocelular;Pele pubiana central;C448
M-80903;Carcinoma Basocelular;Pele pubiana central;C449
M-80903;Carcinoma Basocelular;Pele da região suprapubiana;C44
M-80903;Carcinoma Basocelular;Pele da região frontal central;C44
M-80903;Carcinoma Basocelular;Pele da região frontal central;C440
M-80903;Carcinoma Basocelular;Pele da região frontal central;C441
M-80903;Carcinoma Basocelular;Pele da região frontal central;C442
M-80903;Carcinoma Basocelular;Pele da região frontal central;C443
M-80903;Carcinoma Basocelular;Pele da região frontal central;C444
M-80903;Carcinoma Basocelular;Pele da região frontal central;C445
M-80903;Carcinoma Basocelular;Pele da região frontal central;C446
M-80903;Carcinoma Basocelular;Pele da região frontal central;C447
M-80903;Carcinoma Basocelular;Pele da região frontal central;C448
M-80903;Carcinoma Basocelular;Pele da região frontal central;C449
M-82113;Adenocarcinoma Acinar;Direito intermediário;
M-82113;Adenocarcinoma Acinar;Esquerdo intermediário;
M-82113;Adenocarcinoma Acinar;Direito medial;
M-82113;Adenocarcinoma Acinar;Esquerdo medial;
M-82113;Adenocarcinoma Acinar;Direito lateral;
M-82113;Adenocarcinoma Acinar;Esquerdo lateral;
M-82113;Adenocarcinoma Acinar;Zona anterior direita;
M-82113;Adenocarcinoma Acinar;Zona anterior esquerda;
M-82113;Adenocarcinoma Acinar;Mediano Posterior;
M-82113;Adenocarcinoma Acinar;Fragmento adicional terço médio esquerdo;
M-72850;Ceratose Actínica;Pele da região malar esquerda;D049
M-72850;Ceratose Actínica;Pele da região malar esquerda;D04
M-72850;Ceratose Actínica;Pele da região malar esquerda;D049
M-72850;Ceratose Actínica;Pele da região malar esquerda;D04
M-72850;Ceratose Actínica;Pele da região frontal superior médio;D049
M-72850;Ceratose Actínica;Pele da região frontal superior médio;D04
M-72850;Ceratose Actínica;Pele da região frontal superior médio;D049
M-80903;Carcinoma Basocelular;Pele da região malar esquerda;C44
M-80903;Carcinoma Basocelular;Pele da região malar esquerda;C448
M-80903;Carcinoma Basocelular;Pele da região malar esquerda;C449
M-80903;Carcinoma Basocelular;Pele da região frontal superior médio;C44
M-80903;Carcinoma Basocelular;Pele da região frontal superior médio;C440
M-80903;Carcinoma Basocelular;Pele da região frontal superior médio;C441
M-80903;Carcinoma Basocelular;Pele da região frontal superior médio;C442
M-80903;Carcinoma Basocelular;Pele da região frontal superior médio;C443
M-80903;Carcinoma Basocelular;Pele da região frontal superior médio;C444
M-80903;Carcinoma Basocelular;Pele da região frontal superior médio;C445
M-80903;Carcinoma Basocelular;Pele da região frontal superior médio;C446
M-80903;Carcinoma Basocelular;Pele da região frontal superior médio;C447
M-80903;Carcinoma Basocelular;Pele da região frontal superior médio;C448
M-80903;Carcinoma Basocelular;Pele da região frontal superior médio;C449
M-80903;Carcinoma Basocelular;Pele do dorso nasal;C44
M-80903;Carcinoma Basocelular;Pele do dorso nasal;C448
M-80903;Carcinoma Basocelular;Pele do dorso nasal;C449
M-80903;Carcinoma Basocelular;Pele;C44
M-80903;Carcinoma Basocelular;Pele;C440
M-80903;Carcinoma Basocelular;Pele;C441
M-80903;Carcinoma Basocelular;Pele;C442
M-80903;Carcinoma Basocelular;Pele;C443
M-80903;Carcinoma Basocelular;Pele;C444
M-80903;Carcinoma Basocelular;Pele;C445
M-80903;Carcinoma Basocelular;Pele;C446
M-80903;Carcinoma Basocelular;Pele;C447
M-80903;Carcinoma Basocelular;Pele;C448
M-80903;Carcinoma Basocelular;Pele;C449
8858/3;Lipossarcoma desdiferenciado;Biópsia;
M-80703;Carcinoma de Células Escamosas;Pele da região parietal direita;C44
M-80703;Carcinoma de Células Escamosas;Margem de uma das extremidades;
M-80703;Carcinoma de Células Escamosas;Margem da extremidades oposta;
M-80703;Carcinoma de Células Escamosas;Margens do menor eixo;
M-80703;Carcinoma de Células Escamosas;Linfonodos ilíaco comum á esquerda;C77
M-00100;Ausência de Alterações Patológicas;Pele da região parietal direita;
M-00100;Ausência de Alterações Patológicas;Margem de uma das extremidades;
M-00100;Ausência de Alterações Patológicas;Margem da extremidades oposta;
M-00100;Ausência de Alterações Patológicas;Margens do menor eixo;
M-00100;Ausência de Alterações Patológicas;Linfonodos ilíaco comum á esquerda;
M-90100;Neoplasia Fibro-Epitelial Benigna;Mama direita - QSM;D24
M-90100;Neoplasia Fibro-Epitelial Benigna;Mama direita - QSM;D240
M-90100;Neoplasia Fibro-Epitelial Benigna;Mama direita - QSM;D241
M-90100;Neoplasia Fibro-Epitelial Benigna;Mama direita - QSM;D242
M-90100;Neoplasia Fibro-Epitelial Benigna;Mama direita - QSM;D243
M-90100;Neoplasia Fibro-Epitelial Benigna;Mama direita - QSM;D244
M-90100;Neoplasia Fibro-Epitelial Benigna;Mama direita - QSM;D245
M-90100;Neoplasia Fibro-Epitelial Benigna;Mama direita - QSM;D246
M-90100;Neoplasia Fibro-Epitelial Benigna;Mama direita - QSM;D247
M-90100;Neoplasia Fibro-Epitelial Benigna;Mama direita - QSM;D248
M-90100;Neoplasia Fibro-Epitelial Benigna;Mama direita - QSM;D249
M-90100;Biópsia filiforme;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir dos blocos de parafina.""";
M-81406;Adenocarcinoma Pouco Diferenciado Metastático;Biopsia gástrica;METÁSTASE
M-00100;Medula óssea normocelular;Medula óssea;
M-90100;Alteração Fibroadenomatoide;Mama direita;D24
M-90100;Alteração Fibroadenomatoide;Mama direita;D240
M-90100;Alteração Fibroadenomatoide;Mama direita;D241
M-90100;Alteração Fibroadenomatoide;Mama direita;D242
M-90100;Alteração Fibroadenomatoide;Mama direita;D243
M-90100;Alteração Fibroadenomatoide;Mama direita;D244
M-90100;Alteração Fibroadenomatoide;Mama direita;D245
M-90100;Alteração Fibroadenomatoide;Mama direita;D246
M-90100;Alteração Fibroadenomatoide;Mama direita;D247
M-90100;Alteração Fibroadenomatoide;Mama direita;D248
M-90100;Alteração Fibroadenomatoide;Mama direita;D249
M-81400;Adenoma;Pólipos de reto;BENIGNO
M-81400;Adenoma;Pólipos de reto;D12
M-81400;Adenoma;Pólipos de reto;D129
M-81400;Adenoma;Pólipos de reto;D129
M-73310;Metaplasia Apócrina de Ductos Mamários;Mama esquerda;D051
M-40000;Cervicite;Colo uterino;
M-74320;Alterações Fibrocísticas da Mama;Mamotomia;
M-88500;Lipoma;Biópsia;BENIGNO
M-88500;Lipoma;Biópsia;D17
M-88500;Lipoma;Biópsia;D179
M-88500;Lipoma;Biópsia;D489
M-74320;Biópsia filiforme;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.""";D49
M-74320;Alterações Fibrocísticas da Mama;Mama esquerda;
M-74320;Alterações Fibrocísticas da Mama;Mama esquerda - QSL;
M-49020;Fibroesclerose;Mamotomia;
M-49020;Fibroesclerose;Mama esquerda;
M-40000;Gastrite;Ceco;
M-76800;Pólipo;Biopsia gástrica;D130
M-76800;Pólipo;Biopsia gástrica;D131
M-76800;Pólipo;Biopsia gástrica;D132
M-76800;Pólipo;Biopsia gástrica;D133
M-76800;Pólipo;Biopsia gástrica;D134
M-76800;Pólipo;Biopsia gástrica;D135
M-76800;Pólipo;Biopsia gástrica;D136
M-76800;Pólipo;Biopsia gástrica;D137
M-76800;Pólipo;Biopsia gástrica;D139
M-76800;Pólipo;Ceco;D12
M-76800;Pólipo;Cólon transverso;D12
M-00100;Ausência de Anormalidade Diagnóstica;Biopsia gástrica;
M-80006;Metástase;Linfonodo retroperitoneal;METÁSTASE
M-44000;Granuloma;Fígado neoplasico, biópsia;
F-82060;Alterações Reativas Inespecíficas;Coxa esquerda;
M-43000;Gastrite Crônica Leve Em Mucosas de Padrão Corpóreo E Antral;Corpo e antro gastrico, biópsia;
M-40000;Gastrite;Pólipo de ceco;D12
M-40000;Gastrite;Pólipo de ceco;D129
M-81400;Adenoma;Biopsia gástrica;D137
M-81400;Adenoma;Biopsia gástrica;D137
M-81400;Adenoma;Pólipo de ceco;D12
M-76800;Pólipo;Pólipo de reto;D12
M-76800;Pólipo;Pólipo de reto;D129
M-00100;Ausência de Alterações Patológicas;Biopsia gástrica;
M-43000;Gastrite Crônica Leve Em Mucosa de Padrão Corpóreo E Antral;Corpo e antro gastrico, biópsia;
M-43000;Gastrite Crônica Leve Inativa Em Mucosa de Padrão Corpóreo;Biopsia gástrica;
M-80703;Carcinoma de Células Escamosas;Identificar topografia;
M-80703;Carcinoma de Células Escamosas;Biópsia de colo uterino;C53
M-80703;Carcinoma de Células Escamosas;Biópsia de colo uterino;C530
M-80703;Carcinoma de Células Escamosas;Biópsia de colo uterino;C531
M-80703;Carcinoma de Células Escamosas;Biópsia de colo uterino;C538
M-80703;Carcinoma de Células Escamosas;Biópsia de colo uterino;C539
M-43000;Gastrite Crônica de Atividade Moderada Em Mucosa Tipo Pilórica;Biopsia gástrica;
M-43000;Gastrite Crônica de Atividade Moderada Em Mucosa Tipo Pilórica;Pólipo de cólon transverso;
M-80006;Neoplasia Metastática;Biópsia;METÁSTASE
M-72200;Hiperplasia Linfóide;Linfonodo axilar de nível III;
M-72200;Hiperplasia Linfóide;Linfonodo axilar de nível III / IV;
M-80703;Carcinoma de Células Escamosas;Biópsia;
M-40000;Gastrite;Pólipo de reto;
M-43000;Gastrite Crônica Leve Inativa Em Mucosa de Padrão Corpóreo;Pólipo de cólon transverso;
M-76800;Pólipo;Pólipo de cólon ascendente;D12
M-76800;Pólipo;Pólipo de cólon ascendente;D129
M-76800;Pólipo;Pólipo de cólon transverso;D12
M-76800;Pólipo;Pólipo de cólon transverso;D129
M-76800;Pólipo;Pólipo de cólon descendente;D12
M-76800;Pólipo;Pólipo de cólon descendente;D129
M-76800;Pólipo;Pólipo de cólon sigmoide;D12
M-76800;Pólipo;Pólipo de cólon sigmoide;D129
M-40000;Gastrite;Pólipo de cólon transverso;
M-40000;Gastrite;Pólipo de cólon descendente;D12
M-40000;Gastrite;Pólipo de cólon descendente;D129
M-73320;Metaplasia Intestinal;Cárdia, biópsia;
M-73320;Metaplasia Intestinal;Antro gástrico, biópsia;
M-73320;Metaplasia Intestinal;Biopsia gástrica;
M-90100;Alteração Fibroadenomatoide;Mama esquerda;D24
M-90100;Alteração Fibroadenomatoide;Mama esquerda;D240
M-90100;Alteração Fibroadenomatoide;Mama esquerda;D241
M-90100;Alteração Fibroadenomatoide;Mama esquerda;D242
M-90100;Alteração Fibroadenomatoide;Mama esquerda;D243
M-90100;Alteração Fibroadenomatoide;Mama esquerda;D244
M-90100;Alteração Fibroadenomatoide;Mama esquerda;D245
M-90100;Alteração Fibroadenomatoide;Mama esquerda;D246
M-90100;Alteração Fibroadenomatoide;Mama esquerda;D247
M-90100;Alteração Fibroadenomatoide;Mama esquerda;D248
M-90100;Alteração Fibroadenomatoide;Mama esquerda;D249
8260/3;Carcinoma papilífero da tireoide;Linfonodo;C77
M-76800;Pólipo;Cólon descendente;D12
M-76800;Pólipo;Cólon descendente;D129
M-76800;Pólipo;Cólon sigmoide;D12
M-81400;Adenoma;Pólipo de reto;D12
M-81400;Adenoma;Pólipo de reto;D129
M-81400;Adenoma;Cólon descendente;D12
M-81400;Adenoma;Pólipo de cólon ascendente;D12
M-81400;Adenoma;Pólipo de cólon ascendente;D123
M-81400;Adenoma;Pólipo de cólon ascendente;D129
M-81400;Adenoma;Cólon sigmoide;D12
M-72420;Pólipo Glandular Fúndico;Cólon descendente;D12
M-72420;Pólipo Glandular Fúndico;Cólon descendente;D129
M-72420;Pólipo Glandular Fúndico;Cólon ascendente;D12
M-72420;Pólipo Glandular Fúndico;Cólon ascendente;D129
M-43000;Gastrite Crônica;Antro gástrico, biópsia;
M-69760;Suspeito Para Neoplasia;Terço médio do lobo esquerdo da tireóide;C73
M-69760;Suspeito Para Neoplasia;Terço médio do lobo direito da tireóide;C73
M-40000;Gastrite;Ângulo hepático;
M-72420;Pólipo Glandular Fúndico;Ângulo hepático;D130
M-72420;Pólipo Glandular Fúndico;Ângulo hepático;D131
M-72420;Pólipo Glandular Fúndico;Ângulo hepático;D132
M-72420;Pólipo Glandular Fúndico;Ângulo hepático;D133
M-72420;Pólipo Glandular Fúndico;Ângulo hepático;D134
M-72420;Pólipo Glandular Fúndico;Ângulo hepático;D135
M-72420;Pólipo Glandular Fúndico;Ângulo hepático;D136
M-72420;Pólipo Glandular Fúndico;Ângulo hepático;D137
M-72420;Pólipo Glandular Fúndico;Ângulo hepático;D139
M-72420;Pólipo Glandular Fúndico;Cólon transverso;D12
M-72420;Pólipo Glandular Fúndico;Cólon transverso;D129
M-72200;Hiperplasia Linfóide;Linfonodo axilar direito;
M-58010;Gastrite Crônica Atrófica com Metaplasia Intestinal;Pólipo gástrico;
M-82110;Adenoma Tubular;Ângulo hepático;D131
M-82110;Adenoma Tubular;Ângulo hepático;D132
M-82110;Adenoma Tubular;Ângulo hepático;D133
M-82110;Adenoma Tubular;Ângulo hepático;D134
M-82110;Adenoma Tubular;Ângulo hepático;D135
M-82110;Adenoma Tubular;Ângulo hepático;D136
M-82110;Adenoma Tubular;Ângulo hepático;D137
M-82110;Adenoma Tubular;Ângulo hepático;D139
M-49000;Fibrose;Medula óssea;
M-43000;Gastrite Crônica Leve Em Mucosa de Padrão Antral;Pólipo gástrico;D137
M-43000;Gastrite Crônica Leve Em Mucosa de Padrão Antral;Antro e incisura gástrica;K29.4
M-43000;Gastrite Crônica Leve Em Mucosa de Padrão Antral;Corpo gástrico, biópsia;
M-72420;Pólipo Glandular Fúndico;Pólipo de cólon ascendente;D12
M-72420;Pólipo Glandular Fúndico;Pólipo de cólon ascendente;D129
M-40000;Inflamação;Biópsia de lobo inferior esquerdo pulmonar;
M-40000;Inflamação;Biópsia bronquica esquerda;
M-44000;Granuloma;Fígado;
M-81403;Adenocarcinoma;Pulmão direito;C34
M-81403;Adenocarcinoma;Pulmão direito;C340
M-81403;Adenocarcinoma;Pulmão direito;C341
M-81403;Adenocarcinoma;Pulmão direito;C342
M-81403;Adenocarcinoma;Pulmão direito;C348
M-81403;Adenocarcinoma;Pulmão direito;C349
M-91410;ANGIOQUERATOMA;Vagina;D23
M-33410;Cisto de Inclusão Epidérmica;Vulva;
M-58010;Gastrite Crônica Atrófica com Metaplasia Intestinal;Biopsia gástrica;
M-43000;Cervicite Crônica Não Específica;Colo uterino;
43000;Gastrite Crônica Corpórea Leve;Esôfago distal;
43000;Gastrite Crônica Corpórea Leve;Reto;
SFSDF;41(22):3867-3872. . Wolff AC, Hammond EH, Allison KH, et al. Human Epidermal Growth Factor Receptor 2 Testing in Breast Cancer: American Society of Clinical Oncology/College of American Pathologists Clinical Practice Guideline Focused Update. J Clin Oncol. 2018;34(29):3518-3528.. Wolff AC, Somerfield MR, Dowsett M, Hammond MEH, Hayes DF, McShane LM, Saphner TJ, Spears PA, Allison KH. Human Epidermal Growth Factor Receptor 2 Testing in Breast Cancer: ASCO-College of American Pathologists Guideline Update. J Clin Oncol. 2023;
M-80703;Carcinoma de Células Escamosas;Reto distal;C209
M-80703;Carcinoma de Células Escamosas;Reto distal;C218
M-80006;Metástase;Lavado peritoneal;METÁSTASE
M-69700;Atipia Celular;Liquido ascítico;
M-69760;Atipia Celular Suspeita Para Malignidade;Lobo direito da tireoide;C73
M-81470;Adenoma de Células Basais;Parótida direita;D11
M-81470;Adenoma de Células Basais;Parótida direita;D110
M-81470;Adenoma de Células Basais;Parótida direita;D111
M-81470;Adenoma de Células Basais;Parótida direita;D112
M-81470;Adenoma de Células Basais;Parótida direita;D113
M-81470;Adenoma de Células Basais;Parótida direita;D114
M-81470;Adenoma de Células Basais;Parótida direita;D115
M-81470;Adenoma de Células Basais;Parótida direita;D116
M-81470;Adenoma de Células Basais;Parótida direita;D117
M-81470;Adenoma de Células Basais;Parótida direita;D119
M-58010;Gastrite Crônica Atrófica com Metaplasia Intestinal;Esôfago distal;
M-58010;Gastrite Crônica Atrófica com Metaplasia Intestinal;Reto;
M-58010;Gastrite Crônica Atrófica com Metaplasia Intestinal;Cólon transverso;
M-43400;Esofagite Crônica Ulcerada;Biopsia gástrica;
M-43400;Esofagite Crônica Ulcerada;Esôfago distal;
M-43400;Esofagite Crônica Ulcerada;Reto;
M-43400;Esofagite Crônica Ulcerada;Cólon transverso;
M-82110;Adenoma Tubular;Esôfago distal;D131
M-82110;Adenoma Tubular;Esôfago distal;D132
M-82110;Adenoma Tubular;Esôfago distal;D133
M-82110;Adenoma Tubular;Esôfago distal;D138
M-82110;Adenoma Tubular;Esôfago distal;D139
M-26500;Cisto do Ducto Tireoglosso;Punção de cisto na região cervical anterior;D14
M-72040;Pólipo Hiperplásico;Esôfago distal;D129
M-82110;Adenoma Tubular;Pólipo de ângulo hepático;D12
M-82110;Adenoma Tubular;Pólipo de ângulo hepático;D121
M-82110;Adenoma Tubular;Pólipo de ângulo hepático;D122
M-82110;Adenoma Tubular;Pólipo de ângulo hepático;D123
M-82110;Adenoma Tubular;Pólipo de ângulo hepático;D124
M-82110;Adenoma Tubular;Pólipo de ângulo hepático;D125
M-82110;Adenoma Tubular;Pólipo de ângulo hepático;D126
M-82110;Adenoma Tubular;Pólipo de ângulo hepático;D127
M-82110;Adenoma Tubular;Pólipo de ângulo hepático;D128
M-82110;Adenoma Tubular;Pólipo de ângulo hepático;D129
M-82110;Adenoma Tubular;Anastomose;D12
M-82110;Adenoma Tubular;Anastomose;D120
M-82110;Adenoma Tubular;Anastomose;D121
M-82110;Adenoma Tubular;Anastomose;D122
M-82110;Adenoma Tubular;Anastomose;D123
M-82110;Adenoma Tubular;Anastomose;D124
M-82110;Adenoma Tubular;Anastomose;D125
M-82110;Adenoma Tubular;Anastomose;D126
M-82110;Adenoma Tubular;Anastomose;D127
M-82110;Adenoma Tubular;Anastomose;D128
M-82110;Adenoma Tubular;Anastomose;D129
M-43000;Alterações Inflamatórias Não Específicas;Pólipo de ascendente;
M-43000;Alterações Inflamatórias Não Específicas;Pólipo de ângulo hepático;
M-43000;Alterações Inflamatórias Não Específicas;Anastomose;
M-43000;Gastrite Crônica de Atividade Intensa Em Mucosa Fúndica;Biopsia gástrica;
M-43000;Gastrite Crônica de Atividade Moderada Em Mucosa Tipo Fúndica;Biopsia gástrica;
M-43000;Gastrite Crônica Atrófica;Biopsia gástrica;K29
M-12345;Negativo Para Células Neoplásicas;Lavado peritoneal;
M-12345;Negativo Para Células Neoplásicas;Liquido ascítico;
M-43000;Gastrite Crônica Leve Em Mucosas de Padrão Corpóreo E Antral;Pólipo de cólon sigmoide;
M-72420;Pólipo Glandular Fúndico;Pólipo de cólon sigmoide;D12
M-72420;Pólipo Glandular Fúndico;Pólipo de cólon sigmoide;D129
M-85003;Carcinoma de Ductos Salivares;Lobo inferior, pulmão direito;C34
M-81403;Adenocarcinoma;Lobo superior de pulmão esquerdo;C340
M-81403;Adenocarcinoma;Lobo superior de pulmão esquerdo;C341
M-81403;Adenocarcinoma;Lobo superior de pulmão esquerdo;C342
M-81403;Adenocarcinoma;Lobo superior de pulmão esquerdo;C343
8260/3;Carcinoma papilífero da tireoide;Terço médio do lobo esquerdo da tireóide;C73
8260/3;Carcinoma papilífero da tireoide;Terço médio do lobo direito da tireóide;C73
M-90100;Biópsia filiforme;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.""";
M-72200;Hiperplasia Linfóide;Loja tireoidiana direita;
M-82110;Lesão séssil serrilhada;Corpo gástrico, biópsia;D137
M-82110;Lesão séssil serrilhada;Corpo gástrico, biópsia;D137
M-82110;Lesão séssil serrilhada;Antro e incisura gástrica;D131
M-82110;Lesão séssil serrilhada;Antro e incisura gástrica;D132
M-82110;Lesão séssil serrilhada;Antro e incisura gástrica;D133
M-82110;Lesão séssil serrilhada;Antro e incisura gástrica;D134
M-82110;Lesão séssil serrilhada;Antro e incisura gástrica;D135
M-82110;Lesão séssil serrilhada;Antro e incisura gástrica;D136
M-82110;Lesão séssil serrilhada;Antro e incisura gástrica;D137
M-82110;Lesão séssil serrilhada;Antro e incisura gástrica;D139
M-82110;Lesão séssil serrilhada;Incisura angular do estômago;D137
M-82110;Lesão séssil serrilhada;Incisura angular do estômago;D148
M-82110;Lesão séssil serrilhada;Pólipo de cólon transverso;D12
M-82110;Lesão séssil serrilhada;Pólipo de cólon transverso;D121
M-82110;Lesão séssil serrilhada;Pólipo de cólon transverso;D122
M-82110;Lesão séssil serrilhada;Pólipo de cólon transverso;D123
M-82110;Lesão séssil serrilhada;Pólipo de cólon transverso;D124
M-82110;Lesão séssil serrilhada;Pólipo de cólon transverso;D125
M-82110;Lesão séssil serrilhada;Pólipo de cólon transverso;D126
M-82110;Lesão séssil serrilhada;Pólipo de cólon transverso;D127
M-82110;Lesão séssil serrilhada;Pólipo de cólon transverso;D128
M-82110;Lesão séssil serrilhada;Pólipo de cólon transverso;D129
M-82110;Lesão séssil serrilhada;Pólipo de reto;D12
M-72040;Pólipo Hiperplásico;Incisura angular do estômago;D130
M-72040;Pólipo Hiperplásico;Incisura angular do estômago;D131
M-72040;Pólipo Hiperplásico;Incisura angular do estômago;D132
M-72040;Pólipo Hiperplásico;Incisura angular do estômago;D138
M-72040;Pólipo Hiperplásico;Incisura angular do estômago;D139
M-40000;Linfadenite;Linfonodomegalia nível V à esquerda;
M-43000;Gastrite Crônica Leve Em Mucosa de Padrão Corpóreo E Antral;Cárdia, biópsia;
M-43000;Gastrite Crônica Leve Em Mucosa de Padrão Corpóreo E Antral;Antro gástrico, biópsia;
M-43000;Gastrite Crônica Leve Em Mucosa de Padrão Corpóreo E Antral;Biopsia gástrica;
M-72420;Pólipo Glandular Fúndico;Cárdia, biópsia;D130
M-72420;Pólipo Glandular Fúndico;Cárdia, biópsia;D131
M-72420;Pólipo Glandular Fúndico;Cárdia, biópsia;D132
M-72420;Pólipo Glandular Fúndico;Cárdia, biópsia;D133
M-72420;Pólipo Glandular Fúndico;Cárdia, biópsia;D134
M-72420;Pólipo Glandular Fúndico;Cárdia, biópsia;D135
M-72420;Pólipo Glandular Fúndico;Cárdia, biópsia;D136
M-72420;Pólipo Glandular Fúndico;Cárdia, biópsia;D137
M-72420;Pólipo Glandular Fúndico;Cárdia, biópsia;D139
M-72420;Pólipo Glandular Fúndico;Antro gástrico, biópsia;D130
M-72420;Pólipo Glandular Fúndico;Antro gástrico, biópsia;D131
M-72420;Pólipo Glandular Fúndico;Antro gástrico, biópsia;D132
M-72420;Pólipo Glandular Fúndico;Antro gástrico, biópsia;D133
M-72420;Pólipo Glandular Fúndico;Antro gástrico, biópsia;D134
M-72420;Pólipo Glandular Fúndico;Antro gástrico, biópsia;D135
M-72420;Pólipo Glandular Fúndico;Antro gástrico, biópsia;D136
M-72420;Pólipo Glandular Fúndico;Antro gástrico, biópsia;D137
M-72420;Pólipo Glandular Fúndico;Antro gástrico, biópsia;D139
M-71600;Bócio;Tireoide, lobo direito terço superior;D34
M-43000;Gastrite Crônica Leve Inativa Em Mucosa de Padrão Corpóreo;Duodeno;
M-43000;Duodenite;Biopsia gástrica;
M-43000;Duodenite;Duodeno;
T-00000;Adenocarcinoma Acinar Usual;Ápice direito;
T-00000;Adenocarcinoma Acinar Usual;Ápice esquerdo;
T-00000;Adenocarcinoma Acinar Usual;Médio direito;
T-00000;Adenocarcinoma Acinar Usual;Médio esquerdo;
T-00000;Adenocarcinoma Acinar Usual;Base direita;
T-00000;Adenocarcinoma Acinar Usual;Base esquerda;
M-43000;Gastrite Crônica Leve Em Mucosas de Padrão Corpóreo E Antral;Cólon transverso;
M-43000;Gastrite Crônica Leve Em Mucosas de Padrão Corpóreo E Antral;Cólon esquerdo;
M-40000;Ileíte;Biopsia gástrica;
M-40000;Ileíte;Cólon transverso;
M-41000;Colite;Cólon transverso;
M-44000;Cistite Crônica;Biópsia vesical;
M-40000;Retite Crônica;Biopsia gástrica;
M-40000;Retite Crônica;Íleo;
M-40000;Retite Crônica;Cólon transverso;
M-40000;Retite Crônica;Cólon esquerdo;
M-40000;Retite Crônica;Reto;
M-80520;Papiloma Escamoso;Mucosa jugal;D11
M-80520;Papiloma Escamoso;Mucosa jugal;D110
M-80520;Papiloma Escamoso;Mucosa jugal;D111
M-80520;Papiloma Escamoso;Mucosa jugal;D112
M-80520;Papiloma Escamoso;Mucosa jugal;D113
M-80520;Papiloma Escamoso;Mucosa jugal;D114
M-80520;Papiloma Escamoso;Mucosa jugal;D115
M-80520;Papiloma Escamoso;Mucosa jugal;D117
M-80520;Papiloma Escamoso;Mucosa jugal;D119
M-81303;Carcinoma Urotelial de Baixo Grau;Lesão vesical;C67
M-73330;Esôfago de Barrett;Esôfago distal;D069
M-73330;Esôfago de Barrett;Esôfago distal;D069
M-58010;Gastrite Atrófica;Cólon direito;
M-58010;Gastrite Atrófica;Reto;
M-58010;Gastrite Atrófica;Íleo;
M-58010;Gastrite Atrófica;Sigmóide;
M-58010;Gastrite Atrófica;Cólon esquerdo;
M-81303;Carcinoma Urotelial de Alto Grau;Ressecção transuretral;
M-80703;Carcinoma de Células Escamosas;Colo uterino;C53
M-74008;Lesão Intraepitelial Escamosa de Alto Grau;Colo uterino;D060
M-74008;Lesão Intraepitelial Escamosa de Alto Grau;Colo uterino;D061
M-74008;Lesão Intraepitelial Escamosa de Alto Grau;Colo uterino;D067
M-74008;Lesão Intraepitelial Escamosa de Alto Grau;Colo uterino;D069
M-73330;Esôfago de Barrett;Identificar topografia;
M-73330;Esôfago de Barrett;Pólipo gástrico;
M-73330;Esôfago de Barrett;Biopsia gástrica;
M-73330;Esôfago de Barrett;Biópsia de esôfago distal;D009
M-73330;Esôfago de Barrett;Biópsia de esôfago distal;D099
M-80703;Carcinoma de Células Escamosas;Vagina-parede lateral direita;C52
M-90100;Fibroadenoma;Mama direita;D24
M-74320;Alterações Fibrocísticas da Mama;Mama direita;
M-90100;Fibroadenoma;Região retroareolar da mama esquerda;BENIGNO
M-90100;Fibroadenoma;Região retroareolar da mama esquerda;D24
M-43400;Esofagite Crônica Ulcerada;Esôfago;K22
M-90100;Fibroadenoma;Identificar topografia;D24
M-90100;Fibroadenoma;Identificar topografia;D240
M-90100;Fibroadenoma;Identificar topografia;D241
M-90100;Fibroadenoma;Identificar topografia;D242
M-90100;Fibroadenoma;Identificar topografia;D259
M-74320;Alterações Fibrocísticas da Mama;Mama direita - 07 Horas;
M-76800;Pólipo;Língua;D11
M-76800;Pólipo;Língua;D110
M-76800;Pólipo;Língua;D111
M-76800;Pólipo;Língua;D112
M-76800;Pólipo;Língua;D113
M-76800;Pólipo;Língua;D114
M-76800;Pólipo;Língua;D115
M-76800;Pólipo;Língua;D116
M-76800;Pólipo;Língua;D117
M-76800;Pólipo;Língua;D119
M-76800;Pólipo Endometrial;Endométrio;D261
M-76800;Pólipo Endometrial;Endométrio;D269
M-79370;Endométrio Atrófico;Endométrio;
M-76800;Pólipo Endometrial;Pólipo endometrial.;D261
M-76800;Pólipo Endometrial;Pólipo endometrial.;D269
